product_id,post_title,price,z_score
4142,Champagne Gosset Grand Millésime 2006,53.0,0.7370374515915095
4161,Planeta Sicilia Plumbago 2017,11.6,-0.7516834855688987
4564,Domaine Giudicelli Vin de France Eté Rouge 2018,21.7,-0.3884931120104417
4303,Rimauresq Côtes de Provence Rouge Cru Classé Quintessence 2015,30.0,-0.0900297357198284
4612,Gilbert Picq Chablis Vieilles Vignes 2017,20.6,-0.4280484992296795
5703,Domaine de l'Ecu Muscadet Taurus 2012,29.4,-0.11160540147577641
4042,Pierre Gaillard Cornas 2017,31.2,-0.046878404207932545
4668,Xavier Frissant Touraine Amboise L'Orée des Frênes 2015,12.3,-0.7265118755202927
4902,Domaine Des Croix Savigny-Lès-Beaune 1er Cru Les Peuillets 2015,46.0,0.48532135110545016
5062,Lucien Boillot Gevrey Chambertin 2017,45.0,0.44936190817887023
5963,Domaine de l'Ancienne Cure Bergerac Blanc Sec L'Abbaye 2016,13.5,-0.683360544008397
6105,Stéphane Tissot Côtes du Jura Sursis 2017,34.8,0.08257559032775505
4244,La Préceptorie Côtes du Roussillon Coume Marie 2018,13.5,-0.683360544008397
4614,Gilbert Picq Chablis En Vaudécorse 2017,19.0,-0.4855836079122074
4400,Cognac Frapin 1270,44.0,0.4134024652522903
4630,Marcel Windholtz Eau de Vie de Coing,62.4,1.0750562151013605
5709,Philippe Alliet Chinon Rouge Coteau de Noiré 2016,31.7,-0.02889868274464259
4994,Domaine Peyre Rose Syrah Léone 2008,78.0,1.6360235247560073
5544,Marc Colin Et Fils Chassagne-Montrachet Blanc Les Vide-Bourses 1er Cru 2016,61.6,1.0462886607600967
5809,Château Tour De Pez Saint-Estèphe Les Hauts de Pez 2016,17.9,-0.5251389951314454
4399,Wemyss Malts Blended Malt Scotch Whisky Spice King Batch Strength,59.0,0.9527941091509889
4600,Marc Colin Et Fils Chassagne-Montrachet Rouge Vieilles Vignes 2017,26.5,-0.2158877859628581
4186,Le Pas de l'Escalette Terrasses du Larzac Les Clapas Rouge 2018,16.6,-0.5718862709359992
5736,Triennes IGP Méditerranée Blanc Sainte Fleur 2018,14.9,-0.633017323911185
4039,Pierre Jean Villa Côte Rôtie Carmina 2017,46.0,0.48532135110545016
5739,Triennes IGP Méditerranée Rouge Merlot 2016,10.7,-0.7840469842028207
5962,Camin Larredya Jurançon Moelleux Au Capcéu 2018,30.0,-0.0900297357198284
5615,"Albert Boxler Pinot Gris Grand Cru Sommerberg ""W"" 2016",56.4,0.8592995575418811
6753,Château Simone Palette Rouge 2015,46.5,0.5033010725687401
4628,Marcel Windholtz Eau de Vie de Marc de Muscat,39.6,0.2551809163753388
5377,Argentine Alamos Catena Malbec 2017,19.0,-0.4855836079122074
5486,Decelle-Villa Meursault 2018,49.5,0.6111794013484798
5552,Thierry Germain Saumur Blanc Clos Roman 2016,57.7,0.9060468333464352
4268,Domaine Bulliat Morgon Le Colombier 2019,15.2,-0.6222294910332111
4718,Domaine Schoenheitz Pinot Noir Val Saint Grégoire 2017,18.2,-0.5143511622534713
4240,Domaine Augustin Collioure Rouge Adéodat 2017,28.0,-0.16194862157298823
4886,Saumaize-Michelin Pouilly-Fuissé Clos sur la Roche 2018,28.4,-0.14756484440235632
4160,Planeta Sicilia La Segreta Rosso 2017,9.3,-0.8343902043000325
4257,Domaine Huet Vouvray Le Mont Moelleux 2015,31.7,-0.02889868274464259
4780,Maurice Schoech Crémant d'Alsace Brut Rosé Bulles de Granite,13.7,-0.6761686554230809
5443,La Rectorie Banyuls Léon Parcé 2016,23.6,-0.3201701704499398
4180,Domaine de l'Hortus Val de Montferrand La Grande Cuvée Blanc 2018,24.0,-0.30578639327930784
4651,Thierry Germain Saumur Blanc Terres 2014,49.0,0.5931996798851898
6738,Emile Boeckel Crémant Chardonnay Extra Brut 2016,15.4,-0.6150376024478952
5925,Albert Mann Riesling Grand Cru Furstentum 2017,49.5,0.6111794013484798
4050,Pierre Gaillard Saint-Joseph Blanc 2019,21.8,-0.38489716771778365
4074,Domaine de la Jérôme Côtes du Rhône Village 201,12.7,-0.7121280983496608
4179,Domaine de l'Hortus Pic Saint-Loup La Grande Cuvée 2018,24.0,-0.30578639327930784
4300,Domaine de La Tour Du Bon Bandol Rouge En Sol 2017,44.0,0.4134024652522903
5504,Château de la Selve Coteaux de l'Ardèche Blanc Saint-Régis Blanc 2019,13.8,-0.6725727111304229
6206,Domaine Giudicelli Patrimonio Blanc 2019,25.2,-0.262635061767412
4105,Emile Boeckel Sylvaner Vieilles Vignes 2019,6.8,-0.9242888116164822
4173,Maurel Pays d'Oc Chenin-Colombard 2019,5.7,-0.9638441988357203
4996,Domaine Peyre Rose Marlène N°3 2008,78.0,1.6360235247560073
5617,Albert Boxler Pinot Gris Réserve 2016,27.8,-0.1691405101583042
5722,Domaine de l'Hortus Pays de l'Hérault Le Loup Dans La Bergerie 2018,7.1,-0.9135009787385083
6570,Decelle-Villa Marsannay Les Longeroies 2015,29.2,-0.11879729006109237
5063,Lucien Boillot Pommard 1er Cru Les Croix Noires 2017,67.0,1.2404696525636283
6222,Planeta Sicilia Passito di Noto 2016,26.4,-0.21948373025551612
4283,Château de Cazeneuve Pic Saint-Loup Le Roc Des Mates 2017,27.0,-0.19790806449956813
4913,Jean-Batiste Arena Muscat du Cap Corse 2015,28.0,-0.16194862157298823
4097,Paul Ginglinger Pinot Gris Les Prelats 2018,12.8,-0.7085321540570029
4256,Domaine Huet Vouvray Haut-Lieu Sec 2017,24.4,-0.29140261610867596
5564,Tempier Bandol Rouge 2017,30.8,-0.061262181378564456
5609,Domaine Weinbach Riesling Cuvée Colette 2018,38.6,0.21922147344875886
6103,Stéphane Tissot Arbois Trousseau Amphore 2017,40.7,0.2947363035945767
6616,Clos du Mont-Olivet Lirac Rouge 2017,15.4,-0.6150376024478952
4995,Domaine Peyre Rose Oro Blanc 2002,78.0,1.6360235247560073
4715,Domaine Schoenheitz Pinot Blanc Val Saint Grégoire 2017,11.1,-0.7696632070321886
4938,Domaine Rouge Garance Côtes du Rhône Villages Garances 2016,12.5,-0.7193199869349768
4940,Oratoire Saint Martin Cairanne Blanc Haut-Coustias 2017,20.5,-0.43164444352233755
4965,Château Turcaud Entre-Deux-Mers 2019,7.1,-0.9135009787385083
6592,Domaine de la Monardière Vacqueyras Blanc Galéjade 2018,24.4,-0.29140261610867596
4740,Jean-Paul Brun Beaujolais L'Ancien 2016,9.7,-0.8200064271294006
4748,Jean-Paul Brun Saint-Amour 2017,14.5,-0.647401101081817
5393,Australie Harkham Wines Old Vines 2011,35.3,0.100555311791045
4260,Chermette Domaine du Vissoux Beaujolais Blanc Collonge 2017,12.2,-0.7301078198129508
5904,Domaine de Montbourgeau Côtes du Jura Poulsard 2018,18.8,-0.4927754964975234
6884,Domino Romano Ribera del Duero RDR 2015,46.5,0.5033010725687401
4041,Pierre Gaillard Condrieu 2018,32.7,0.007060760181937449
4271,Domaine Sérol Côte Roannaise Perdrizière 2016,16.6,-0.5718862709359992
4684,Château Plaisance Fronton To Co Que Cal 2015,18.1,-0.5179471065461293
4048,Pierre Gaillard Saint-Joseph Rouge Clos de Cuminaille 2018,22.8,-0.3489377247912037
4096,Paul Ginglinger Pinot Gris Grand Cru Eichberg 2015,22.8,-0.3489377247912037
5629,Parés Baltà Cava Brut Nature,10.3,-0.7984307613734526
4171,Le Hameau Des Ollieux Monsieur Pinot 2017,7.8,-0.8883293686899024
4392,Wemyss Malts Blended Malt Scotch Whisky Spice King,49.5,0.6111794013484798
4707,Albert Mann Pinot Gris Cuvée Albert 2017,22.8,-0.3489377247912037
5384,Liban Vallée de la Békaa Château Marsyas 2012,28.8,-0.13318106723172426
5573,Domaine Huet Vouvray Le Clos du Bourg Demi-Sec 2017,34.7,0.07897964603509727
5742,Domaine Clerget Chambolle-Musigny 2014,42.1,0.34507952369178857
5554,Thierry Germain Saumur-Champigny Clos de l'Echelier 2017,38.0,0.19764580769281087
4040,Pierre Jean Villa Saint-Joseph Saut De l'Ange 2018,34.3,0.0645958688644651
